episode,total_reward,average_q,safe_rate_100,attempted,executed,steps,epsilon,training_loss
661,241.2717006298,68.2709197998,0.2400000000,381,381,488,0.0100000000,0.365892
662,-19.2662234492,69.7842102051,0.2400000000,870,870,1000,0.0100000000,0.388007
663,246.7639456287,68.9531097412,0.2500000000,712,712,961,0.0100000000,0.364343
664,213.6137474004,68.1297607422,0.2600000000,535,535,654,0.0100000000,0.371458
665,0.6695635846,69.2766265869,0.2600000000,922,922,1000,0.0100000000,0.342503
666,9.2238365279,67.0908813477,0.2600000000,879,879,1000,0.0100000000,0.324959
667,228.0068210353,67.7282867432,0.2700000000,571,571,705,0.0100000000,0.316321
668,215.8945639549,68.4201202393,0.2800000000,373,373,433,0.0100000000,0.333555
669,222.7111422589,67.2168731689,0.2900000000,370,370,445,0.0100000000,0.338031
670,224.4039226810,67.6186065674,0.3000000000,295,295,373,0.0100000000,0.328643
671,195.3212535499,66.7310943604,0.3100000000,625,625,734,0.0100000000,0.352222
672,7.4777137416,67.1036224365,0.3100000000,850,850,1000,0.0100000000,0.329157
673,5.2953238037,66.8160552979,0.3100000000,856,856,1000,0.0100000000,0.351434
674,-40.8761910582,65.1971588135,0.3100000000,893,893,1000,0.0100000000,0.320473
675,22.5219125439,64.3661956787,0.3100000000,775,775,1000,0.0100000000,0.305741
676,31.2165565466,66.0721359253,0.3100000000,825,825,1000,0.0100000000,0.321966
677,208.3895132695,66.3524169922,0.3200000000,703,703,962,0.0100000000,0.305261
678,20.1313600514,66.3621673584,0.3200000000,783,783,1000,0.0100000000,0.301755
679,190.8136230014,68.8597488403,0.3300000000,709,709,993,0.0100000000,0.316662
680,225.7089793343,70.0037078857,0.3400000000,480,480,669,0.0100000000,0.306582
681,246.1670261385,69.7083129883,0.3400000000,379,379,545,0.0100000000,0.320402
682,-0.8259664331,68.1995849609,0.3400000000,811,811,1000,0.0100000000,0.339433
683,140.9988724223,67.4976730347,0.3400000000,766,766,832,0.0100000000,0.335616
684,-34.1537469847,67.8606567383,0.3400000000,783,783,1000,0.0100000000,0.364299
685,53.7358059011,67.0231857300,0.3400000000,782,782,1000,0.0100000000,0.352826
686,-95.7155711908,71.0448684692,0.3400000000,846,846,1000,0.0100000000,0.351653
687,280.6656232470,69.6967697144,0.3500000000,415,415,588,0.0100000000,0.370868
688,-96.0221408148,68.2914886475,0.3500000000,826,826,1000,0.0100000000,0.368809
689,-111.9347389146,67.1929016113,0.3500000000,819,819,1000,0.0100000000,0.351183
690,-77.7224272639,68.4318161011,0.3500000000,811,811,1000,0.0100000000,0.372307
691,26.3889056793,69.9413223267,0.3500000000,806,806,1000,0.0100000000,0.404472
692,-86.1835217937,70.5801391602,0.3500000000,858,858,1000,0.0100000000,0.409816
693,-2.9361067606,69.4410171509,0.3500000000,848,848,1000,0.0100000000,0.421000
694,116.4320452830,71.4888305664,0.3500000000,664,664,1000,0.0100000000,0.437022
695,-39.5734531656,69.9790344238,0.3500000000,816,816,1000,0.0100000000,0.383624
696,255.3508111648,70.1946868896,0.3600000000,273,273,355,0.0100000000,0.373685
697,1.0903546501,72.5016632080,0.3600000000,748,748,1000,0.0100000000,0.384038
698,111.2730987983,71.6500549316,0.3500000000,610,610,1000,0.0100000000,0.416129
699,-27.0080029175,70.1564025879,0.3500000000,758,758,1000,0.0100000000,0.430640
700,218.9253930201,68.8768768311,0.3500000000,684,684,791,0.0100000000,0.412118
701,235.1165262213,70.4093780518,0.3500000000,722,722,895,0.0100000000,0.397845
702,141.6659888256,67.7454681396,0.3500000000,606,606,1000,0.0100000000,0.415722
703,276.5983808231,67.9894790649,0.3600000000,170,170,245,0.0100000000,0.414278
704,60.2622090870,68.9259490967,0.3600000000,712,712,1000,0.0100000000,0.367725
705,222.1303737321,70.6323394775,0.3700000000,537,537,765,0.0100000000,0.429750
706,280.9785381016,71.0558624268,0.3800000000,377,377,591,0.0100000000,0.396536
707,216.2879062876,71.5158691406,0.3900000000,408,408,533,0.0100000000,0.400818
708,142.5394061855,71.7475738525,0.3900000000,812,812,1000,0.0100000000,0.401424
709,259.2392426605,72.3335800171,0.4000000000,327,327,457,0.0100000000,0.410128
710,139.3042940115,73.8742675781,0.4000000000,678,678,1000,0.0100000000,0.408130
711,61.4509468696,72.0509414673,0.4000000000,768,768,1000,0.0100000000,0.406834
712,213.3272947668,74.2164382935,0.4100000000,491,491,637,0.0100000000,0.420285
713,163.3890851741,74.0109939575,0.4100000000,615,615,1000,0.0100000000,0.419113
714,95.2371773222,76.3532485962,0.4100000000,584,584,1000,0.0100000000,0.407543
715,234.9894365203,76.1597747803,0.4200000000,341,341,527,0.0100000000,0.415019
716,171.1798774521,75.2215576172,0.4300000000,680,680,845,0.0100000000,0.369036
717,232.6742546981,77.6930007935,0.4400000000,278,278,401,0.0100000000,0.378550
718,55.2260425990,76.9061279297,0.4400000000,71,71,84,0.0100000000,0.368392
719,81.0431043543,77.8476409912,0.4400000000,638,638,1000,0.0100000000,0.384007
720,209.5357423076,81.0212707520,0.4400000000,612,612,781,0.0100000000,0.392039
721,-1.5436696589,80.6502685547,0.4300000000,71,71,82,0.0100000000,0.388405
722,80.6956809056,81.1441192627,0.4300000000,688,688,1000,0.0100000000,0.365559
723,4.0318902111,81.3506088257,0.4200000000,66,66,77,0.0100000000,0.308220
724,0.2987822304,81.1977081299,0.4200000000,77,77,97,0.0100000000,0.363285
725,176.7481594899,82.4962387085,0.4200000000,573,573,1000,0.0100000000,0.362866
726,250.6889127704,83.7760848999,0.4300000000,174,174,248,0.0100000000,0.355469
727,252.8174394819,82.5388031006,0.4400000000,469,469,605,0.0100000000,0.370243
728,-92.5879877201,83.4700546265,0.4300000000,101,101,125,0.0100000000,0.367341
729,-17.7687898010,83.3211975098,0.4300000000,899,899,1000,0.0100000000,0.351885
730,122.2900473132,83.2717971802,0.4300000000,574,574,1000,0.0100000000,0.343333
731,223.1743810785,84.8182678223,0.4400000000,430,430,572,0.0100000000,0.383031
732,254.2568142967,83.7830352783,0.4500000000,182,182,293,0.0100000000,0.352220
733,303.2947827756,83.0354614258,0.4600000000,192,192,309,0.0100000000,0.376986
734,153.9790492113,82.1616744995,0.4600000000,535,535,1000,0.0100000000,0.347208
735,268.4267087680,83.4882507324,0.4700000000,443,443,786,0.0100000000,0.361721
736,-10.1018005912,84.2567062378,0.4700000000,69,69,85,0.0100000000,0.382618
737,253.2634811133,83.7965698242,0.4800000000,253,253,371,0.0100000000,0.412595
738,153.5778483036,82.8769226074,0.4800000000,558,558,1000,0.0100000000,0.335898
739,254.0247632384,81.8073883057,0.4900000000,554,554,935,0.0100000000,0.352583
740,137.1205092517,80.7333450317,0.4900000000,630,630,1000,0.0100000000,0.365429
741,127.8605896372,79.2971191406,0.4900000000,738,738,1000,0.0100000000,0.344047
742,167.1952165800,82.0552215576,0.4800000000,653,653,1000,0.0100000000,0.369556
743,21.5063953272,82.2215576172,0.4700000000,896,896,1000,0.0100000000,0.345998
744,217.7404947738,80.3351745605,0.4700000000,688,688,980,0.0100000000,0.359434
745,211.5524119644,81.0236892700,0.4700000000,391,391,611,0.0100000000,0.383272
746,97.0000739318,79.3573989868,0.4600000000,689,689,1000,0.0100000000,0.379160
747,240.4364928542,79.2414398193,0.4600000000,394,394,725,0.0100000000,0.390116
748,285.0630402663,77.0858306885,0.4600000000,329,329,480,0.0100000000,0.374088
749,244.5212364803,77.2615814209,0.4600000000,199,199,271,0.0100000000,0.367763
750,-18.8880368370,77.6094284058,0.4500000000,122,122,146,0.0100000000,0.383477
751,-274.5154587969,77.3553848267,0.4400000000,229,229,245,0.0100000000,0.395319
752,74.0954130382,75.8353424072,0.4300000000,727,727,1000,0.0100000000,0.405882
753,267.4057356235,74.1773757935,0.4300000000,428,428,528,0.0100000000,0.397290
754,143.6794682037,70.9114685059,0.4200000000,760,760,1000,0.0100000000,0.428368
755,175.8873075721,69.8109512329,0.4100000000,640,640,1000,0.0100000000,0.405076
756,255.0938428613,69.9658508301,0.4000000000,565,565,771,0.0100000000,0.427481
757,290.7986400511,69.5696945190,0.4000000000,283,283,392,0.0100000000,0.429627
758,292.2643800926,68.1564025879,0.4000000000,430,430,799,0.0100000000,0.393375
759,177.5577694293,67.7349700928,0.4000000000,509,509,1000,0.0100000000,0.362362
760,251.7925225752,65.2765426636,0.3900000000,648,648,869,0.0100000000,0.410304
761,262.7717678078,65.9278793335,0.3800000000,289,289,306,0.0100000000,0.407441
762,293.9317431383,65.3528366089,0.3900000000,336,336,649,0.0100000000,0.360781
763,241.6169901580,64.0208129883,0.3900000000,415,415,872,0.0100000000,0.400244
764,244.8327426602,62.3981285095,0.3900000000,347,347,736,0.0100000000,0.372195
765,127.3609331496,59.7693977356,0.3900000000,511,511,1000,0.0100000000,0.385182
766,64.4512230775,56.8854789734,0.3900000000,673,673,1000,0.0100000000,0.381052
767,178.0014025563,56.7685089111,0.3800000000,702,702,1000,0.0100000000,0.378778
768,163.8961464078,54.9634857178,0.3700000000,572,572,1000,0.0100000000,0.365789
769,121.6891570322,54.7195854187,0.3600000000,612,612,1000,0.0100000000,0.410970
770,235.3623325280,53.9411735535,0.3600000000,372,372,618,0.0100000000,0.387432
771,187.0891738059,54.7893676758,0.3500000000,554,554,1000,0.0100000000,0.365574
772,121.9414482188,52.6687126160,0.3500000000,536,536,1000,0.0100000000,0.358968
773,154.4601633585,51.2086944580,0.3500000000,536,536,1000,0.0100000000,0.396574
774,285.7567762284,52.4217910767,0.3500000000,272,272,535,0.0100000000,0.424074
775,289.8534814552,54.2408599854,0.3600000000,335,335,586,0.0100000000,0.347595
776,274.7847525312,56.5348434448,0.3600000000,242,242,430,0.0100000000,0.413514
777,290.3075379199,56.3558464050,0.3500000000,174,174,256,0.0100000000,0.364317
778,157.6604937738,55.2121047974,0.3500000000,792,792,1000,0.0100000000,0.384473
779,243.1986647517,56.7276992798,0.3500000000,250,250,473,0.0100000000,0.417663
780,201.7518495524,55.3855819702,0.3400000000,849,849,921,0.0100000000,0.370066
781,17.3273658582,54.7207183838,0.3500000000,99,99,117,0.0100000000,0.439942
782,52.0977521162,56.7025642395,0.3600000000,134,134,152,0.0100000000,0.375428
783,251.3948456424,53.6456604004,0.3600000000,450,450,613,0.0100000000,0.421215
784,260.3971391147,54.3739967346,0.3600000000,196,196,356,0.0100000000,0.362519
785,29.5714713834,52.7851943970,0.3600000000,96,96,125,0.0100000000,0.430293
786,43.6173364273,53.7988204956,0.3600000000,68,68,104,0.0100000000,0.296919
787,-8.2014769046,53.0758514404,0.3500000000,58,58,77,0.0100000000,0.335160
788,12.6385362632,53.3951988220,0.3500000000,149,149,193,0.0100000000,0.352882
789,52.4178215579,52.2204551697,0.3500000000,99,99,115,0.0100000000,0.418390
790,284.0375938055,52.2792053223,0.3600000000,318,318,520,0.0100000000,0.384871
791,18.5271277507,51.4974479675,0.3600000000,118,118,136,0.0100000000,0.423196
792,-68.1904089883,51.4913253784,0.3600000000,55,55,74,0.0100000000,0.489325
793,-11.6502773724,53.0593719482,0.3600000000,47,47,64,0.0100000000,0.459804
794,-3.8573448234,52.8879928589,0.3600000000,77,77,110,0.0100000000,0.384739
795,302.3515331893,47.1374473572,0.3700000000,266,266,397,0.0100000000,0.388793
796,-22.9838778745,49.3542900085,0.3600000000,62,62,83,0.0100000000,0.319818
797,-17.3955383396,50.3346862793,0.3600000000,66,66,97,0.0100000000,0.453751
798,21.8995021251,50.4153938293,0.3600000000,89,89,101,0.0100000000,0.446597
799,148.5209862026,47.9330596924,0.3600000000,797,797,836,0.0100000000,0.409340
800,41.6038164917,49.1158714294,0.3600000000,84,84,91,0.0100000000,0.430006
