episode,total_reward,average_q,safe_rate_100,attempted,executed,steps,epsilon,training_loss
654,-26.1198553271,-6.2405376434,0.1200000000,90,80,105,0.3700630000,2.148350
655,-55.3661830079,-6.9452753067,0.1200000000,68,61,84,0.3692314000,2.276608
656,-83.0628896793,-6.8233270645,0.1200000000,140,119,155,0.3676969000,2.255286
657,-45.2716481682,-6.3748922348,0.1100000000,98,75,116,0.3665485000,1.995249
658,-41.8273063012,-6.0236263275,0.1100000000,94,79,118,0.3653803000,2.069674
659,-18.3214364396,-5.7545237541,0.1100000000,81,64,85,0.3645388000,2.330359
660,-99.5254635363,-6.8048586845,0.1100000000,190,163,216,0.3624004000,2.249133
661,-35.8282271047,-6.1188526154,0.1200000000,120,92,129,0.3611233000,1.974384
662,-281.5647310478,-5.4910254478,0.1200000000,889,760,1000,0.3512233000,2.212093
663,-74.8370795807,-4.9258823395,0.1100000000,113,101,145,0.3497878000,2.068402
664,13.2818582430,-5.1724162102,0.1200000000,71,64,95,0.3488473000,1.949820
665,-39.7698200197,-5.1890258789,0.1200000000,357,300,409,0.3447982000,2.104585
666,-54.3713112381,-5.4880733490,0.1200000000,92,78,120,0.3436102000,2.417081
667,-10.5212439632,-4.4558949471,0.1200000000,80,68,92,0.3426994000,2.156776
668,-214.5718556600,-4.3140845299,0.1200000000,487,415,577,0.3369871000,2.100184
669,-56.1545383544,-3.6776857376,0.1200000000,163,146,198,0.3350269000,2.170922
670,-355.2153453904,-3.0944044590,0.1200000000,876,758,1000,0.3251269000,2.030768
671,-38.5914718924,-2.8239333630,0.1200000000,217,186,236,0.3227905000,2.291488
672,-289.3462320893,-3.6167950630,0.1200000000,760,630,863,0.3142468000,2.148399
673,-11.8875252632,-3.9830014706,0.1200000000,98,84,106,0.3131974000,2.075092
674,-32.6756824775,-1.9836964607,0.1200000000,138,116,151,0.3117025000,2.027457
675,-56.5370064432,-2.5386948586,0.1200000000,129,105,151,0.3102076000,2.170231
676,23.1677435230,-2.6040482521,0.1300000000,240,212,264,0.3075940000,2.100467
677,-220.6002999685,-2.8148293495,0.1300000000,898,772,1000,0.2976940000,2.134198
678,-251.0587960572,-2.0792696476,0.1300000000,883,761,1000,0.2877940000,2.145420
679,-19.5489373403,-0.4751449823,0.1300000000,94,85,100,0.2868040000,2.365779
680,-56.8581399631,-0.4476739466,0.1300000000,159,137,173,0.2850913000,2.316653
681,-52.0894817855,-0.4200960398,0.1300000000,82,66,95,0.2841508000,2.281172
682,-65.0214902909,-0.7594158053,0.1200000000,101,81,121,0.2829529000,2.328117
683,-195.4489247063,1.0856608152,0.1200000000,862,728,1000,0.2730529000,2.039750
684,30.8911821907,1.7059419155,0.1300000000,126,109,152,0.2715481000,1.905458
685,-63.1195473936,2.2590119839,0.1300000000,136,122,159,0.2699740000,2.376061
686,-19.7537346171,2.3708686829,0.1300000000,107,84,131,0.2686771000,1.821338
687,-34.2374076817,1.5467851162,0.1300000000,160,130,175,0.2669446000,1.826779
688,-278.8225631149,3.1009869576,0.1300000000,788,668,1000,0.2570446000,2.073747
689,47.9106576321,2.7476410866,0.1400000000,98,84,133,0.2557279000,2.058165
690,-76.9971380486,3.3161525726,0.1400000000,139,111,165,0.2540944000,1.843737
691,-19.0642623099,2.5946173668,0.1400000000,170,146,214,0.2519758000,2.010382
692,-27.0995852397,2.4301199913,0.1300000000,113,96,139,0.2505997000,2.590075
693,-41.5965742701,2.4674310684,0.1300000000,83,66,90,0.2497087000,2.231731
694,-32.8457170952,2.8371269703,0.1300000000,182,158,203,0.2476990000,2.411900
695,-129.2912873223,2.8933224678,0.1300000000,682,570,1000,0.2377990000,2.064959
696,-267.6206305668,3.1127610207,0.1300000000,752,638,1000,0.2278990000,2.159448
697,142.7409334318,4.5769724846,0.1400000000,394,334,550,0.2224540000,2.294904
698,-238.1192753574,5.2010908127,0.1400000000,791,674,1000,0.2125540000,2.170319
699,-10.5576398714,4.6080770493,0.1400000000,117,102,136,0.2112076000,2.438938
700,-150.4413571852,6.3796515465,0.1400000000,797,687,1000,0.2013076000,2.165641
701,-349.1968438698,5.1134963036,0.1400000000,596,497,688,0.1944964000,2.312673
702,-265.0502177058,6.9818325043,0.1400000000,827,722,1000,0.1845964000,2.125260
703,-229.4193045018,5.9652581215,0.1400000000,588,511,712,0.1775476000,2.138474
704,-318.0895628414,5.5862469673,0.1400000000,787,690,1000,0.1676476000,2.157092
705,-220.8426188644,4.0952053070,0.1400000000,802,669,1000,0.1577476000,2.179261
706,-152.9741754647,5.7190418243,0.1400000000,689,578,1000,0.1478476000,2.059767
707,-352.2983091442,6.1378316879,0.1400000000,865,709,1000,0.1379476000,2.020059
708,-199.2710835598,6.1691513062,0.1400000000,332,271,386,0.1341262000,2.141918
709,-377.6966931977,6.8270473480,0.1400000000,847,727,1000,0.1242262000,2.161853
710,-278.2819379457,5.2851972580,0.1400000000,836,717,1000,0.1143262000,1.990823
711,-391.6191368058,6.2732524872,0.1400000000,674,574,794,0.1064656000,1.948091
712,-343.5529415021,6.4157581329,0.1300000000,805,677,1000,0.0965656000,2.003269
713,-265.8037673749,7.8197069168,0.1300000000,810,681,1000,0.0866656000,2.071103
714,-389.6122659473,8.8124570847,0.1200000000,812,674,1000,0.0767656000,2.044056
715,-379.0371972901,8.2206096649,0.1200000000,786,675,1000,0.0668656000,2.103738
716,-390.5505850513,8.1199932098,0.1200000000,667,581,896,0.0579952000,2.024966
717,-321.7231736201,8.1623373032,0.1200000000,762,655,1000,0.0480952000,2.015002
718,-337.8309864500,9.6003894806,0.1200000000,766,656,1000,0.0381952000,2.024084
719,-333.2847661807,10.4990377426,0.1200000000,747,637,1000,0.0282952000,1.899911
720,-289.7513941383,10.7369613647,0.1200000000,746,629,1000,0.0183952000,1.943522
721,-285.1817735941,11.2930412292,0.1200000000,735,637,1000,0.0100000000,1.955590
722,-275.1673503605,11.2332868576,0.1200000000,724,625,1000,0.0100000000,1.874177
723,-254.4031745312,10.9347152710,0.1200000000,753,629,1000,0.0100000000,1.779097
724,-241.3834092352,11.9182043076,0.1200000000,741,646,1000,0.0100000000,1.776037
725,-462.1577109533,12.8804292679,0.1200000000,706,614,883,0.0100000000,1.711945
726,-259.0050141224,13.3515510559,0.1200000000,739,633,1000,0.0100000000,1.704946
727,-257.2764827069,11.7831830978,0.1200000000,370,309,464,0.0100000000,1.629807
728,-270.7593331155,11.6137666702,0.1200000000,807,684,1000,0.0100000000,1.694345
729,-217.2679206612,13.7619934082,0.1100000000,764,646,1000,0.0100000000,1.570798
730,-282.2543264735,14.5560150146,0.1100000000,820,685,1000,0.0100000000,1.583399
731,-262.9028316725,12.0973501205,0.1100000000,778,646,1000,0.0100000000,1.563304
732,-277.8079170504,12.3202247620,0.1100000000,774,655,1000,0.0100000000,1.572621
733,-247.6140062901,13.2774448395,0.1100000000,825,690,1000,0.0100000000,1.556724
734,-250.6596349992,13.9528369904,0.1100000000,788,665,1000,0.0100000000,1.502125
735,-269.5802497821,15.1117706299,0.1000000000,787,685,1000,0.0100000000,1.487064
736,-241.1200653038,14.5622777939,0.1000000000,757,646,1000,0.0100000000,1.490412
737,-134.9817923932,14.3029193878,0.1000000000,308,266,390,0.0100000000,1.548411
738,-252.5550267495,14.9918642044,0.1000000000,768,640,1000,0.0100000000,1.531091
739,-242.9549923164,15.8780479431,0.1000000000,786,673,1000,0.0100000000,1.516415
740,-281.5064027589,15.6777153015,0.0900000000,789,681,1000,0.0100000000,1.507604
741,-261.0627068962,14.7168178558,0.0800000000,805,669,1000,0.0100000000,1.522440
742,-274.8079173681,15.8572921753,0.0800000000,842,714,1000,0.0100000000,1.452034
743,-297.2421280970,15.0039968491,0.0800000000,824,708,1000,0.0100000000,1.507917
744,-247.9001332648,15.1333971024,0.0800000000,762,638,1000,0.0100000000,1.470607
745,-326.3740875720,14.9928035736,0.0800000000,843,705,1000,0.0100000000,1.469853
746,-210.7109289320,15.7172927856,0.0800000000,795,660,1000,0.0100000000,1.425258
747,-43.1255340269,14.6083202362,0.0800000000,569,496,676,0.0100000000,1.380574
748,-233.7353982397,13.5248966217,0.0800000000,828,697,1000,0.0100000000,1.389422
749,-282.8923919646,12.5880031586,0.0800000000,757,656,1000,0.0100000000,1.337918
750,283.7678960860,12.3599271774,0.0900000000,208,183,281,0.0100000000,1.409272
751,-222.8554454392,12.7486696243,0.0900000000,780,663,1000,0.0100000000,1.329391
752,-293.0724141022,13.1051120758,0.0900000000,783,661,1000,0.0100000000,1.298325
753,13.5089498464,12.9209766388,0.0800000000,140,120,186,0.0100000000,1.271506
754,-261.4239487531,12.2968969345,0.0800000000,845,717,1000,0.0100000000,1.250849
755,229.4123675925,12.7016811371,0.0900000000,295,238,417,0.0100000000,1.155829
756,-226.2501079402,11.7364940643,0.0900000000,771,675,1000,0.0100000000,1.211849
757,-230.2079390151,11.8494100571,0.0900000000,777,661,1000,0.0100000000,1.245424
758,-215.2583840507,12.2204999924,0.0900000000,767,657,1000,0.0100000000,1.233978
759,-240.9532491258,14.2198410034,0.0900000000,759,653,1000,0.0100000000,1.225716
760,-243.1933104179,12.9506349564,0.0900000000,849,717,1000,0.0100000000,1.210360
761,280.7684986190,13.0279159546,0.0900000000,218,179,352,0.0100000000,1.120081
762,-224.2315176410,11.9078741074,0.0900000000,803,683,1000,0.0100000000,1.215089
763,-273.6553254710,11.2830190659,0.0900000000,766,654,1000,0.0100000000,1.170927
764,-238.3932878350,11.7635984421,0.0800000000,732,623,1000,0.0100000000,1.154907
765,-255.5548293077,12.9163227081,0.0700000000,755,651,1000,0.0100000000,1.150467
766,-272.2797090362,13.0595417023,0.0700000000,813,687,1000,0.0100000000,1.134587
767,294.4558080081,11.7324523926,0.0800000000,187,160,315,0.0100000000,1.110565
768,-255.7985788187,12.3996133804,0.0800000000,782,659,1000,0.0100000000,1.150458
769,-268.5065089722,11.0380458832,0.0800000000,731,616,1000,0.0100000000,1.127829
770,-249.0266673516,12.6086883545,0.0800000000,791,667,1000,0.0100000000,1.091610
771,-222.2224650417,15.1274452209,0.0800000000,796,676,1000,0.0100000000,1.075483
772,-265.4250992311,14.9762763977,0.0800000000,739,647,1000,0.0100000000,1.090671
773,-252.8546108739,16.3422183990,0.0800000000,780,652,1000,0.0100000000,1.121778
774,110.0249252607,18.1692314148,0.0900000000,534,460,782,0.0100000000,1.091888
775,4.6874350179,16.7054519653,0.1000000000,703,617,978,0.0100000000,1.010688
776,141.0158088667,19.2186851501,0.1000000000,450,383,623,0.0100000000,0.971257
777,-235.7246121992,20.3285179138,0.1000000000,774,653,1000,0.0100000000,0.990682
778,113.2613118568,22.2157707214,0.1100000000,482,410,668,0.0100000000,0.975349
779,89.5587771205,22.5384845734,0.1200000000,483,413,692,0.0100000000,0.973636
780,231.5810838387,23.5583553314,0.1300000000,246,199,328,0.0100000000,0.950733
781,-278.0361010509,25.1975154877,0.1300000000,768,649,1000,0.0100000000,1.005221
782,101.3438728839,26.3256931305,0.1400000000,484,408,685,0.0100000000,0.923669
783,125.5229510605,26.7211074829,0.1500000000,449,378,649,0.0100000000,0.996846
784,-252.6707317103,28.4967765808,0.1400000000,718,635,1000,0.0100000000,0.897850
785,-225.4893065979,31.6884822845,0.1400000000,758,648,1000,0.0100000000,0.914854
786,-244.3734988150,31.2046184540,0.1400000000,748,645,1000,0.0100000000,0.846199
787,302.3010622809,33.0273475647,0.1500000000,145,126,220,0.0100000000,0.825561
788,-249.3039555719,33.0463333130,0.1500000000,706,626,1000,0.0100000000,0.871418
789,231.1781112460,33.4671592712,0.1500000000,206,176,321,0.0100000000,0.921703
790,-204.0337822319,35.6743698120,0.1500000000,747,644,1000,0.0100000000,0.841834
791,-163.0792294915,37.6919174194,0.1500000000,699,586,1000,0.0100000000,0.817303
792,-174.2575620124,38.4153938293,0.1500000000,720,638,1000,0.0100000000,0.797543
793,252.7969154678,41.5379562378,0.1600000000,282,237,552,0.0100000000,0.815084
794,118.2398199053,41.1210060120,0.1700000000,422,355,605,0.0100000000,0.792268
795,-349.6599416756,41.8550186157,0.1700000000,111,84,112,0.0100000000,0.740762
796,283.1225746877,43.4612350464,0.1800000000,154,134,205,0.0100000000,0.822326
797,230.5946338918,44.3146591187,0.1800000000,239,206,350,0.0100000000,0.828459
798,-96.5183481400,44.2175140381,0.1800000000,292,264,395,0.0100000000,0.848400
799,-114.7467602138,48.1277198792,0.1800000000,762,666,1000,0.0100000000,0.779406
800,218.8555590891,48.5649223328,0.1900000000,269,227,366,0.0100000000,0.757581
